Wall time,Step,Value
1699630436.3015864,0,26.7130126953125
1699635088.8574615,1,15.7399320602417
1699639563.2580724,2,13.500724792480469
1699644010.9688103,3,12.01298713684082
1699648493.6885095,4,11.13628101348877
1699652951.852198,5,10.493057250976562
1699657381.6520214,6,10.097743034362793
1699661877.9109132,7,9.740276336669922
1699666398.524796,8,9.23805046081543
1699670763.913098,9,9.075064659118652
1699675263.0439177,10,8.78636360168457
1699679752.2799668,11,8.490348815917969
1699684194.0445845,12,8.366009712219238
1699688644.2298203,13,8.150036811828613
1699692999.2783399,14,8.032429695129395
1699697494.1461196,15,7.904412269592285
1699701980.1703246,16,7.739985466003418
1699706306.8289027,17,7.6068291664123535
1699710770.5469024,18,7.479680061340332
1699715238.8219256,19,7.429541110992432
1699719703.5183287,20,7.373738765716553
1699724069.975453,21,7.280637741088867
1699728511.119306,22,7.19297456741333
1699732961.8107145,23,7.184382438659668
1699737316.4664228,24,7.107909679412842
1699741665.972649,25,7.037809371948242
1699746120.5422041,26,6.9531707763671875
1699750585.2354352,27,6.897112846374512
1699755021.6674955,28,6.873434543609619
1699759437.3145225,29,6.800862789154053
1699763866.540703,30,6.812797546386719
1699768336.2066417,31,6.739920616149902
1699772803.9853835,32,6.689087867736816
1699777215.8720617,33,6.684476852416992
1699781627.7841952,34,6.6213579177856445
1699786068.6781118,35,6.585943698883057
1699790526.5134068,36,6.561223030090332
1699794956.4309561,37,6.532601356506348
1699799423.853333,38,6.456605911254883
1699803832.6921487,39,6.513442039489746
1699808261.5615995,40,6.493867874145508
1699812744.45256,41,6.473203659057617
1699817237.538445,42,6.413296222686768
1699821723.7684846,43,6.403904438018799
1699826166.6773877,44,6.297552108764648
1699830640.7843213,45,6.310598373413086
1699835127.5959682,46,6.345445156097412
1699839497.1220376,47,6.345223426818848
1699843961.619277,48,6.29290246963501
1699848308.3085735,49,6.2281622886657715
1699852773.6946604,50,6.199590682983398
1699857140.181664,51,6.230120658874512
1699861621.7451138,52,6.177639961242676
1699865990.5969121,53,6.169905662536621
1699870408.5101345,54,6.150771617889404
1699874863.2017395,55,6.130744457244873
1699879303.232601,56,6.139347076416016
1699883694.4507668,57,6.165528774261475
1699888066.9744968,58,6.198968410491943
1699892535.3543363,59,6.31125020980835
1699896961.051425,60,6.100949287414551
1699901424.0155103,61,5.208300590515137
1699905915.495488,62,5.013859272003174
1699910410.4752448,63,5.069457530975342
1699914892.1002245,64,4.9743452072143555
1699919357.5410292,65,4.960422992706299
1699923838.0160897,66,4.958469867706299
1699928176.1808333,67,4.980591773986816
1699932661.9192169,68,4.956924915313721
1699937170.7511055,69,4.94314432144165
1699941674.0185318,70,4.940993309020996
1699946148.9561317,71,4.937823295593262
1699950643.0153255,72,4.896060943603516
1699955114.239818,73,4.934788227081299
1699959579.9498649,74,4.96937894821167
1699964093.2604678,75,4.9323344230651855
1699968603.03154,76,4.91264533996582
1699973090.713548,77,4.903286457061768
1699977569.9621544,78,4.894652366638184
1699982072.7409594,79,4.906113147735596
1699986449.2640302,80,4.95076322555542
1699990956.381915,81,4.895878314971924
1699995440.7424905,82,4.919980049133301
1699999793.794154,83,4.899221897125244
1700004267.5503762,84,4.876403331756592
1700008746.3962204,85,4.889060974121094
1700013233.3200722,86,4.914009094238281
1700017714.3921697,87,4.916395664215088
1700022191.8468144,88,4.893401145935059
1700026670.8486187,89,4.895315170288086
1700031146.223229,90,4.905057907104492
1700035649.543902,91,4.945384979248047
