Wall time,Step,Value
1689841362.721027,0,42.97867202758789
1689845895.7186103,1,29.71221160888672
1689850199.592097,2,25.173017501831055
1689854528.2914813,3,22.744983673095703
1689858858.7796998,4,21.00809097290039
1689863134.1872835,5,19.715024948120117
1689867458.4134645,6,18.77899932861328
1689871813.4926345,7,17.967458724975586
1689876130.5710151,8,17.26879119873047
1689880495.6855197,9,16.852460861206055
1689884833.1683297,10,16.2867431640625
1689889079.9734502,11,15.918241500854492
1689893433.2896085,12,15.614275932312012
1689897777.6375585,13,15.238898277282715
1689902125.8614702,14,14.943418502807617
1689906471.514673,15,14.663138389587402
1689910796.8733642,16,14.531734466552734
1689915180.4147406,17,14.382308006286621
1689919527.0932686,18,14.162619590759277
1689923841.666875,19,13.888319969177246
1689928090.2767951,20,13.729290962219238
1689932456.1265736,21,13.690569877624512
1689936785.566324,22,13.444549560546875
1689941151.9290526,23,13.355749130249023
1689945483.0293784,24,13.232437133789062
1689949807.0770917,25,13.085644721984863
1689954182.418187,26,13.106755256652832
1689958473.706018,27,13.059471130371094
1689962810.9630096,28,12.854872703552246
1689967088.6144586,29,12.755350112915039
1689971436.6742613,30,12.712580680847168
1689975797.5183122,31,12.692034721374512
1689980156.8820233,32,12.617055892944336
1689984518.3949661,33,12.549417495727539
1689988873.5609393,34,12.40479850769043
1689993251.4027827,35,12.434833526611328
1689997568.9056633,36,12.390616416931152
1690001840.7284653,37,12.318208694458008
1690006188.2392926,38,12.273736000061035
1690010561.7609804,39,12.248312950134277
1690014901.901332,40,12.160338401794434
1690019301.2251449,41,12.149480819702148
1690023636.0974836,42,12.030715942382812
1690028086.0004115,43,12.127324104309082
1690032606.0120547,44,12.115720748901367
1690037262.0321958,45,12.052082061767578
1690042110.5070465,46,11.91802978515625
1690046855.1432061,47,11.961465835571289
1690051661.2502968,48,11.84187126159668
1690056281.4495366,49,11.803244590759277
1690061014.682711,50,11.742698669433594
1690065777.9597356,51,11.764633178710938
1690070598.1420648,52,11.639246940612793
1690075390.340381,53,11.637907028198242
1690080158.9614198,54,11.600314140319824
1690084884.959923,55,12.634574890136719
1690089636.5497725,56,11.603860855102539
1690094396.0196936,57,11.566162109375
1690099100.6026807,58,14.298341751098633
1690103629.546671,59,11.44520378112793
1690108342.4967773,60,11.428912162780762
1690113040.0119572,61,11.351786613464355
1690117657.232902,62,11.47404670715332
1690122288.2697673,63,11.349160194396973
1690126985.0687537,64,11.211013793945312
1690131682.3876398,65,11.18402099609375
1690136388.1634507,66,11.16893482208252
1690141069.0210402,67,11.178837776184082
1690145759.9307747,68,11.07414722442627
1690150463.248486,69,11.494624137878418
1690155109.8301334,70,11.212811470031738
1690159774.2393806,71,11.577652931213379
1690164383.4584079,72,11.02061653137207
1690168910.031094,73,11.047601699829102
1690173524.8843718,74,11.014493942260742
1690178126.6919816,75,11.068410873413086
1690182756.7262797,76,11.08249282836914
1690187350.2353957,77,11.091594696044922
1690191956.8295786,78,11.052790641784668
1690196499.7388022,79,11.057119369506836
1690201117.5221648,80,11.016592979431152
1690205701.0845191,81,11.88760757446289
1690210339.485101,82,31.014915466308594
1690214940.9754956,83,11.875697135925293
1690219527.8183978,84,11.288658142089844
1690224109.3578603,85,11.484077453613281
1690228649.4888272,86,11.343806266784668
1690233199.2748036,87,11.208226203918457
1690237792.384369,88,11.326844215393066
1690242399.2176926,89,15.09289836883545
1690246965.126722,90,11.28014087677002
1690251586.6461957,91,11.328054428100586
1690256033.1820765,92,12.475411415100098
1690260580.924528,93,11.487597465515137
1690265129.3489404,94,11.893013954162598
1690269730.3283942,95,11.10476016998291
1690274411.1325512,96,11.064596176147461
1690279004.8409166,97,11.116929054260254
1690283606.5933678,98,11.11091136932373
1690288238.3477278,99,10.995564460754395
1690292799.511789,100,10.955241203308105
1690297312.5738895,101,10.87325668334961
1690301834.3801782,102,10.90550708770752
1690306423.4387627,103,10.875066757202148
1690311048.6325893,104,10.980486869812012
1690315549.8202515,105,80.85867309570312
1690320176.9858797,106,67.83692169189453
1690324664.9832177,107,41.89275360107422
1690329154.7855818,108,38.350929260253906
1690333654.3232956,109,36.43853759765625
1690338194.571413,110,34.9557991027832
1690342737.527771,111,34.1304931640625
1690347235.7311056,112,33.05129623413086
1690351715.9931462,113,32.183685302734375
1690356177.464376,114,31.416837692260742
1690360645.954848,115,30.603179931640625
1690365168.6339338,116,29.864704132080078
1690369693.0086749,117,29.179378509521484
1690374141.6443424,118,28.922407150268555
1690378622.0934215,119,28.36996841430664
1690383092.448186,120,27.79129981994629
1690387602.5151172,121,27.30129623413086
1690392109.6901133,122,27.005481719970703
1690396565.327546,123,26.665517807006836
1690400995.8274987,124,26.269554138183594
1690405514.425484,125,26.015588760375977
1690409983.9607048,126,25.655790328979492
1690414552.098784,127,25.353416442871094
1690418974.0224855,128,25.15943145751953
1690423461.4409626,129,24.888530731201172
1690427931.1656265,130,24.630435943603516
1690432363.1821604,131,25.00527572631836
1690436877.4468963,132,24.270816802978516
1690441414.8549905,133,24.053552627563477
